200296,|/10333691|/9153469|/9153455|/9105092|/8698141|/8698101|/8036283|/8036247|/8036195|/8036188|/7545723|/7545714|/7545708|/7545698|/6157559|/6157528|/6157479|/6157471|/6157466|/6157449|/6157428|/6157407|/6157401|/5664515|/5391888|/5391855|/5355451|/5355446|/5355443|/5355440|/5355433|/5347751|/5120949
177228,|/8864108|/8816787|/8807332|/8638495|/8504893|/8477224|/8248822|/8245412|/8231735|/8130219|/8097970|/8007791|/8003839|/7687887|/7683730|/7577235|/7517596|/7451088|/7372531|/7359388|/7339053|/7257786|/7143213|/7131226|/7113846|/7017494|/6171106|/6143109|/6138662|/6117497|/5788441|/5541035
1278349,|/8651782|/8623539|/8058292|/7804969|/7798252|/7791799|/7718339|/6636171|/6611909|/6318347|/6288067|/6248986|/5707166|/5511200|/5324715|/5309007|/5261946|/5254288|/5231057|/5221830|/5121011|/5071633|/5006503|/4834366|/4829307|/4805424|/4355308|/4329035|/4316896|/4305568|/4298568|/4291311
296889,|/10360248|/9487527|/7702726|/7355304|/6690413|/6633235|/6625807|/6533706|/6453200|/6377485|/6348536|/6271976|/6247416|/6198904|/6152422|/6131830|/6131822|/6131803|/6111673|/6087408|/6001111|/5892132|/5848746|/5776701|/5709603|/5605038|/5407274|/5065956|/4972810
2240044,|/10120864|/10010602|/7486888|/9482085|/9033620|/8598619|/8485191|/8475459|/8436398|/8057794|/8136014|/8308904|/8183737|/8060874|/7974187|/7924335|/7798433|/7577785|/7710916|/7535329|/7513444|/7468938|/7469006|/7459352|/7469202|/7469127|/7153681|/6989705|/6911462
3470797,|/9480210|/9305656|/9206039|/9135253|/9124430|/9109935|/9107888|/9006306|/8945692|/8914100|/8799518|/8796381|/8758327|/8735622|/8734240|/8726741|/8721687|/8717449|/8148703|/8048369|/8026131|/8022122|/8019860|/8016384|/8010130|/7975946|/7974039|/7969668|/7964635
248877,|/9151056|/9151030|/8343984|/8334293|/8270786|/8269644|/8092418|/8092416|/8057039|/8023303|/8023127|/8023074|/8023065|/7978280|/7684923|/7489161|/7489143|/7489137|/7489131|/7384051|/7372405|/7366064|/7283302|/7214404|/7213964|/7186143|/7186120|/7186100|/7186086
921238,|/8895074|/8892030|/8643056|/8643009|/8388877|/8388215|/8136016|/7667119|/7608609|/7600145|/7592551|/7592461|/7393773|/7393732|/7167182|/7167124|/7108157|/7098484|/7095510|/7087129|/7058996|/6725174|/6707274|/6704982|/6702133|/6447448|/6361321|/4571483|/4546440
1234457,|/7856617|/6920710|/7215320|/6962309|/6197494|/6146670|/6146998|/6111744|/6087636|/6081294|/6064855|/6042894|/6039143|/6020393|/6027876|/6023458|/6001425|/5977008|/5960084|/5936793|/5924677|/5918377|/5881522|/5826081|/5893347|/5889352|/5844908|/5842541
354197,|/6266442|/6266425|/6025609|/5661066|/5601759|/5601693|/5601606|/5493264|/5094233|/5094170|/4918558|/4918506|/4901452|/4901404|/4901383|/4841977|/4836065|/4822383|/4822371|/4745062|/4745054|/4731406|/4534923|/4524519|/4499164|/4499072|/4488776|/4488754
382227,|/9220040|/8448688|/8266203|/8265673|/8265639|/8262606|/8262580|/8261109|/8260638|/8260432|/8257823|/8257014|/8256937|/8256915|/8256884|/8256770|/8256490|/8256453|/8256405|/8256327|/8255796|/8255632|/8250057|/8249791|/8249701|/8249521|/8249165
2230985,|/9688825|/8975526|/8918550|/7858179|/7858154|/8865635|/8494752|/8462075|/8413488|/8337435|/8206541|/8190413|/7809208|/7809157|/7809133|/7808786|/7795146|/7406626|/7390299|/7366865|/7097865|/6817603|/6741330|/6644278|/6567411|/6511003
1622286,|/8308609|/8306677|/8306668|/8306655|/7862847|/7862836|/7862821|/7862812|/7256740|/4395957|/4350352|/4325848|/4266683|/4245522|/4233844|/4210848|/4210833|/4209508|/4209489|/4209455|/4209443|/4209423|/4209411|/4209239|/4209216|/4209085
125758,|/10080707|/7226662|/9985962|/9867082|/9849995|/9739873|/8710215|/8603938|/7873941|/7654945|/7362925|/6523972|/5981660|/5677381|/5194817|/5331542|/4935060|/4844345|/4781230|/4775759|/4444511|/4429490|/4352771|/4144476|/4141598
930447,|/10042009|/9874682|/9356911|/9339016|/8956756|/8918302|/8690426|/7988145|/7854812|/7769066|/7704108|/7347855|/6351114|/5821028|/5676702|/5092305|/4962446|/4796943|/4857833|/4857833|/4827664|/4796943|/4405347|/4376371|/4111851
614032,|/9043163|/8510776|/8101106|/8101083|/8101072|/8079111|/8079066|/8075074|/8074986|/8074957|/8074915|/8050982|/8042637|/8042614|/8042574|/8035991|/8035980|/8035927|/8035898|/8035883|/7990664|/7990101|/7971591|/7960484|/7960391
20757,|/9911981|/9889324|/9881652|/9230530|/9228956|/9228738|/9228658|/9213649|/9211403|/9175889|/9128987|/8678869|/8678685|/8678679|/8027226|/8027196|/7534384|/7524758|/7516472|/7477880|/7453640|/7442920|/7439446|/5017600
1725186,|/9235346|/9235264|/8162632|/8162556|/8162408|/8162399|/8148658|/7606742|/7316478|/6368974|/6352791|/6337352|/6335822|/6335620|/6330169|/6330128|/6325373|/6317373|/6314452|/6310971|/6303645|/6307021|/6304068|/6303645
7658,|/7454119|/6690146|/6298868|/6214303|/6040179|/5622013|/5597105|/5568466|/5552974|/5535034|/5529203|/5522848|/5516776|/5500729|/5148150|/5148178|/5148240|/5330596|/5198148|/5052021|/4977642|/4961381|/4721354|/4702247
114442,|/10175255|/10161295|/10148007|/10136851|/10098158|/10096711|/9715610|/9470611|/9406469|/8647368|/7126064|/7125977|/5991259|/5760549|/5605017|/5551794|/4978271|/4793738|/4707207|/4701836|/4328295|/4267111|/4152581
2281408,|/9990906|/9846288|/9666926|/9443686|/9436385|/9413693|/9399284|/9375082|/9367265|/9258049|/9251935|/8974715|/8972808|/8960061|/8939955|/8918707|/8884334|/6247168|/6160807|/6115578|/6108600|/6088600|/5605732
924220,|/7339615|/5834670|/5810742|/5774208|/5736972|/5733816|/5587321|/5507978|/5345541|/5188671|/4979387|/4936521|/4929400|/4821923|/4754619|/4534153|/4532363|/4525014|/4514212|/4292610|/4157434|/4101138|/4080717
531687,|/10030832|/9718762|/9718743|/9176129|/9176123|/9171231|/9171215|/9171175|/8026792|/6307479|/6290139|/6122992|/6122902|/5407096|/4361686|/4361678|/4289508|/4289488|/4201560|/4201543|/4197175|/4189534
186512,|/9277078|/9263858|/9242268|/8970012|/8947476|/8926964|/8641653|/8268029|/8103143|/7786027|/7778692|/7538524|/6735066|/6661279|/6373463|/6335757|/6309682|/5659331|/5499926|/5477648|/5461421|/5117198
648222,|/8236309|/8200147|/7334567|/7289532|/7289467|/7289381|/7125764|/7125742|/5869717|/5658287|/4938054|/4875546|/4851305|/4844735|/4817402|/4665131|/4618738|/4454860|/4441024|/4216822|/4169831|/4067438
78111,|/6473908|/6473886|/6473840|/6473826|/6473755|/6473732|/5839839|/5839772|/5839763|/5839742|/5839693|/5839673|/5001954|/5001930|/5001894|/4403683|/4403584|/4403569|/4403087|/4403066|/4403039|/4400341
1694701,|/5871803|/5871746|/5871712|/5871703|/5871651|/5871640|/5870273|/5870266|/5870257|/5870230|/5865986|/5865974|/5865940|/5865919|/5864454|/5864297|/5864282|/5864272|/5854710|/5854639|/5854584|/5853955
3260532,|/10288708|/10183669|/9095190|/9077102|/8724701|/8709804|/8634643|/8521648|/8499727|/8490134|/8440656|/8358165|/8334261|/8331520|/8281402|/8233614|/8209043|/8172322|/8147356|/8124858|/7988434
154907,|/10228517|/9485303|/9096073|/8584103|/8514810|/8584079|/8509014|/8205912|/7955698|/7249034|/7191107|/6641822|/6031500|/5682876|/4513823|/4929493|/3545619|/4713670|/4528737|/4357187|/4129398
78980,|/10069902|/8642224|/7692968|/7689764|/7677075|/7674272|/7669022|/7666023|/7662685|/6204612|/6025698|/5954924|/5320002|/5065131|/4794473|/4788901|/4706096|/4685936|/4656699|/4294794|/4241630
100091,|/10059054|/9787524|/9371974|/8999828|/8979637|/8979623|/8966822|/8955996|/6634078|/6634077|/6634074|/6634071|/6634064|/6634026|/5347021|/5347005|/5346994|/5346952|/4855816|/4276998|/4267451
669079,|/9910711|/9825923|/9825930|/9825937|/9848915|/9848919|/9825939|/9825933|/9825944|/9825925|/9825948|/9822242|/9822246|/9807807|/9807811|/9807817|/9780943|/9783972|/9780924|/9777144|/9777174
3073748,|/9171210|/9171194|/9171172|/9171154|/9171135|/9171117|/9171105|/8954119|/8922123|/8675962|/8675934|/8675894|/8674756|/8674724|/8674709|/8209338|/8209322|/7853251|/7190306|/7190255|/7190235
471085,|/8531284|/8631199|/7717174|/7151094|/7146559|/7141085|/7115509|/6986073|/6213634|/6186593|/6183709|/6054974|/6141082|/6088328|/6041790|/6011510|/5975803|/5967761|/5966753|/5959961|/5917119
3698401,|/8470301|/8420644|/8452875|/8458162|/8462822|/8462822|/8420644|/8452875|/8458162|/8458162|/8420644|/8420644|/8462822|/8452875|/8420644|/8458162|/8462822|/8420644|/8452875|/8458162|/8462822
804621,|/8006569|/7899690|/7220695|/7216296|/6867077|/6705928|/6656508|/6605616|/6467242|/5502578|/5419164|/5407822|/5396811|/5390248|/5142536|/4962688|/4439847|/4423244|/4400539|/4325586|/4252636
3172318,|/7371869|/7361846|/7361809|/7361705|/7361760|/7361428|/7361437|/7361454|/7361602|/7361719|/7361609|/7361477|/7361649|/7361666|/7361741|/7360259|/7360275|/7361415|/7361407|/7361463|/7361615
4843568,|/10360709|/10335433|/10310478|/10291335|/10241070|/10228409|/10221069|/10203499|/10196283|/10178208|/10171099|/10146003|/10128780|/10121044|/10096203|/10064478|/10049422|/10038491|/10037962|/10037865
1028904,|/10255435|/10253995|/10223541|/10213291|/10223507|/10166883|/10134405|/10068838|/10049758|/9969198|/9837504|/9504969|/9307623|/9307614|/9279101|/9166930|/7838707|/6329867|/3983403|/3151750
4342312,|/10276385|/10262077|/10171769|/9823042|/9721944|/9696422|/9706884|/9696422|/9685452|/9685452|/9696422|/9621138|/9606493|/9557844|/9521744|/9495245|/9458123|/9438298|/9430747|/9412514
1060214,|/10265507|/10117011|/9877109|/9356500|/9320975|/9281956|/9116952|/8909592|/8816587|/8627699|/8396583|/8326737|/8314260|/8295671|/8038630|/7951691|/7912792|/7672628|/7475918|/7057372
2089868,|/10144377|/10008762|/9998633|/9989896|/9980757|/9958155|/9868184|/9824715|/9822801|/9819965|/9816094|/9812664|/9802867|/8978553|/8423335|/7078572|/7075478|/7073865|/7071384|/7062075
3183179,|/9822473|/9815661|/9822507|/9786862|/9815625|/9786893|/9650602|/9238677|/8669255|/9243410|/9224703|/8918494|/8893187|/8955950|/8889967|/8966931|/8722918|/8772291|/8634021|/8574558
568281,|/9185996|/9038593|/9022977|/8956107|/8890936|/7887373|/7862545|/7849980|/7754258|/7076356|/7066318|/6623613|/5300935|/5198985|/5188001|/5178566|/5138376|/5055757|/5035211|/5026365
2142818,|/9086526|/8956989|/8710194|/8642356|/8403292|/8083905|/7841710|/7639446|/7534390|/7184102|/6281438|/6237700|/5978816|/5681948|/5655959|/5553517|/5456673|/5404739|/5367759|/5309033
2487358,|/8990323|/7181779|/6994421|/6979770|/6975901|/6975394|/6935226|/6837087|/6833963|/6816781|/6702399|/6656127|/6654287|/6603336|/6381852|/6325406|/6287817|/6278090|/6267925|/6229354
2246840,|/9982600|/10176823|/9692161|/9588463|/9440983|/9435693|/9344100|/9342606|/9271093|/9204245|/8866660|/9169823|/9160819|/9112677|/9079470|/9073753|/9063381|/8918829|/8742448
53542,|/9935823|/9923116|/9920146|/9147078|/8740656|/8740597|/8719494|/8719419|/6648704|/6643946|/6640269|/6296380|/4969212|/4964930|/4854683|/4851623|/4478124|/4354561|/4201898
3457068,|/9923674|/8905451|/8792429|/8666123|/8484948|/8463739|/8456312|/8454727|/8449991|/8446443|/8439513|/8333060|/8310322|/8307979|/8304366|/8286727|/8231790|/8203283|/8193011
993292,|/9748725|/9172919|/9155362|/9155339|/8191521|/7235810|/7235755|/6665036|/6664529|/6664529|/6363824|/6078481|/5719075|/5719064|/5522915|/5444768|/4727555|/4559982|/4323056
169939,|/9531533|/9565326|/9565317|/9565393|/9565381|/8665465|/8531020|/8529382|/8529251|/8524726|/8524729|/8524723|/8524731|/6968920|/6966512|/6704531|/6699709|/6699652|/6699465
3601846,|/9482770|/9400587|/9368349|/9068468|/9068405|/8617870|/8289682|/8286700|/8286448|/8271623|/8259529|/8259479|/8254117|/8254051|/8253935|/8249410|/8229634|/8229535|/8229465
2858058,|/9155294|/8629664|/8426437|/8271198|/8026601|/8026573|/8026544|/8026523|/7498790|/7498779|/7498769|/7498763|/7498746|/7406994|/7299825|/7211801|/7189586|/7189571|/7189533
1900396,|/9103393|/9051661|/8451294|/8449729|/8405555|/8321824|/8211420|/7945437|/7865883|/7420836|/7318673|/7058404|/6881740|/6525071|/5723727|/5474044|/5450883|/5354173|/4820410
2509365,|/6149926|/6018086|/6018078|/6018070|/6018058|/6018052|/6018046|/6018040|/6018032|/6018018|/6018013|/6018000|/6017993|/6017983|/6017975|/6017971|/6017961|/6017952|/6017941
1212531,|/10302012|/9818313|/9086229|/7411884|/7359741|/7183519|/6974131|/6717305|/6608233|/5966018|/5903360|/5482554|/4998667|/4998575|/4760361|/4474080|/4334331|/4295192
2195077,|/10123268|/9917960|/10043449|/9975753|/10010792|/9343779|/9721987|/9065734|/9032146|/8926710|/8913860|/8809810|/8771884|/8501187|/8397888|/7054691|/6883313|/6814553
1512066,|/7885727|/7181986|/6236619|/6196131|/6089402|/5370987|/5359658|/5359650|/5343723|/5106836|/5080374|/5073288|/4928198|/4749907|/4665124|/4405349|/4405338|/4399125
804293,|/7789809|/7433686|/7240930|/6900270|/6775056|/6549189|/6405469|/6093707|/6021827|/5937161|/5089811|/5003546|/4922331|/4850819|/4814305|/4808366|/4648729|/4530177
2086381,|/7459208|/7052867|/6934961|/6922848|/6918569|/6905242|/6904738|/6874576|/6858897|/6858803|/6856958|/6844549|/6844217|/5925568|/5925546|/5879088|/5879048|/5878545
183375,|/6719821|/6652279|/6461807|/6449370|/6413684|/6400256|/5365146|/5121272|/5114379|/4833923|/4818237|/4810632|/4805746|/4789511|/4752807|/4257420|/4237005|/4212853
60117,|/10288831|/10278387|/10229479|/10201760|/10083742|/9626704|/9072358|/8958168|/8438241|/8330939|/8298182|/8243089|/8148985|/8048796|/7646554|/7616475|/4966648
834229,|/10269255|/10269188|/9719787|/9066082|/8779393|/8342973|/7273830|/6623283|/6088273|/5834445|/5772519|/5758720|/5573786|/5570401|/5567376|/5255803|/4879697
524692,|/10196691|/10071559|/9936826|/8958480|/8908305|/8908298|/8905499|/8905433|/8905415|/8905447|/8905462|/8905485|/8871249|/8871223|/6909803|/6909726|/5888104
871228,|/10066136|/10066114|/8740922|/8740880|/8500702|/8490344|/8483712|/8477635|/7483528|/6974180|/6379639|/6316336|/6080125|/6076627|/6006876|/4891760|/4890723
2472622,|/9829038|/8965372|/8777519|/8777496|/8288785|/8288773|/8237587|/8009368|/7952235|/7779765|/7750674|/7674833|/7614447|/7390919|/7390806|/6515112|/6405125
1878391,|/9798817|/9216688|/8681143|/8555249|/8360302|/8148806|/8069981|/7869576|/7868877|/7627230|/7305021|/7253929|/7196599|/6938070|/5793064|/5793123|/4998253
885676,|/9779310|/9381989|/8988945|/8974281|/8960874|/8943205|/7750828|/7747215|/7728115|/7728059|/6633129|/5426475|/5421934|/5374248|/5367363|/5357381|/4819453
1321457,|/9712274|/9693278|/9594831|/9385854|/8482299|/8548539|/8548558|/8488955|/8443357|/8441019|/8356155|/8355378|/6861145|/6192087|/6086393|/5831051|/5322519
3010,|/9710261|/9151131|/9151112|/9151096|/8906262|/8678962|/8263663|/8249991|/8245376|/7707390|/7511330|/7508049|/7490248|/7476442|/7473631|/6634167|/6634192
1218054,|/8612918|/8161693|/7292698|/7273560|/7004093|/6139978|/6128181|/5149101|/4925395|/5109184|/4932469|/4925395|/4909808|/4852873|/4849212|/4822060|/4786409
2505206,|/8512764|/8252450|/7767530|/7234364|/7458688|/7209735|/6738781|/6628137|/6576443|/6489670|/6423730|/6380598|/6349387|/6263770|/6243907|/6084234|/6078948
1537335,|/7709713|/7509691|/7513343|/6620828|/6480645|/6310195|/5899269|/5746453|/5720325|/5679079|/5512512|/5064473|/5169106|/5135024|/5072258|/5044724|/4849298
1358889,|/6702747|/6652172|/6154761|/6013245|/5897134|/5684154|/5551708|/5424751|/5361278|/5358135|/5347931|/4886389|/4694812|/4326617|/4277841|/4209447|/4170050
1881679,|/6674979|/6073004|/5828830|/5826557|/5812451|/5760208|/5181842|/5703373|/5693161|/5668059|/5622736|/5569456|/5513706|/5494743|/5480297|/5463431|/4876009
895004,|/6058469|/6058412|/6058278|/5340695|/5070172|/5070101|/4723646|/4675365|/4814013|/4594130|/4371911|/4416671|/4658747|/4486041|/4091843|/3998999|/4161425
2347370,|/6026145|/5997463|/5968146|/5798179|/5765256|/5751787|/5728855|/5701843|/5701621|/5701607|/5701596|/5701581|/5701568|/5701547|/5701315|/5700870|/5683406
